,event_uuid,teammate,actor,keeper,location_x,location_y,teammate_category,actor_category,keeper_category,goal,marker_size
13324618,5a1a857c-4cd6-4606-b3a9-c947242007fe,False,False,False,115.67126471148056,43.452048494126814,opponent,non-actor,player,No,10
13324619,5a1a857c-4cd6-4606-b3a9-c947242007fe,False,False,False,115.94889101232984,38.482178615974924,opponent,non-actor,player,No,10
13324620,5a1a857c-4cd6-4606-b3a9-c947242007fe,False,False,False,116.34874083082688,35.55080950407505,opponent,non-actor,player,No,10
13324621,5a1a857c-4cd6-4606-b3a9-c947242007fe,False,False,False,116.8384790804932,37.27268259406904,opponent,non-actor,player,No,10
13324622,5a1a857c-4cd6-4606-b3a9-c947242007fe,False,False,False,117.90385915156715,40.606330131344514,opponent,non-actor,player,No,10
13324623,5a1a857c-4cd6-4606-b3a9-c947242007fe,True,False,False,118.1690669582904,41.59114614293361,teammate,non-actor,player,No,10
13324658,5e76c528-19a9-4c29-a745-7a0c8c59927a,False,False,False,93.79440843379116,43.982573502461506,opponent,non-actor,player,No,10
13324659,5e76c528-19a9-4c29-a745-7a0c8c59927a,True,True,False,94.69999694824219,43.20000076293945,teammate,actor,player,No,30
13324660,5e76c528-19a9-4c29-a745-7a0c8c59927a,False,False,False,98.5292454329617,39.31875795504913,opponent,non-actor,player,No,10
13324661,5e76c528-19a9-4c29-a745-7a0c8c59927a,True,False,False,99.64109077476358,43.93898677688902,teammate,non-actor,player,No,10
13324662,5e76c528-19a9-4c29-a745-7a0c8c59927a,True,False,False,101.64423649783691,50.7018711294473,teammate,non-actor,player,No,10
13324663,5e76c528-19a9-4c29-a745-7a0c8c59927a,True,False,False,103.9030864298155,33.09876880515839,teammate,non-actor,player,No,10
13324664,5e76c528-19a9-4c29-a745-7a0c8c59927a,True,False,False,106.71397226105262,41.423258776550746,teammate,non-actor,player,No,10
13324665,5e76c528-19a9-4c29-a745-7a0c8c59927a,False,False,False,108.95380703592944,43.62135719826212,opponent,non-actor,player,No,10
13324666,5e76c528-19a9-4c29-a745-7a0c8c59927a,False,False,False,109.52137915064252,41.645518669180696,opponent,non-actor,player,No,10
13324667,5e76c528-19a9-4c29-a745-7a0c8c59927a,True,False,False,109.63110576720071,48.10058450761625,teammate,non-actor,player,No,10
13324668,5e76c528-19a9-4c29-a745-7a0c8c59927a,False,False,False,110.31257308416991,35.397379024381884,opponent,non-actor,player,No,10
13324669,5e76c528-19a9-4c29-a745-7a0c8c59927a,False,False,False,111.14365717083264,46.04571299519735,opponent,non-actor,player,No,10
13324670,5e76c528-19a9-4c29-a745-7a0c8c59927a,False,False,False,112.75837197269054,38.26250624605218,opponent,non-actor,player,No,10
13324671,5e76c528-19a9-4c29-a745-7a0c8c59927a,True,False,False,113.68690827143563,38.52127240149825,teammate,non-actor,player,No,10
13324672,5e76c528-19a9-4c29-a745-7a0c8c59927a,False,False,False,113.92243641164539,42.83588176016387,opponent,non-actor,player,No,10
13324673,5e76c528-19a9-4c29-a745-7a0c8c59927a,False,False,False,114.07913323316703,37.37730274807618,opponent,non-actor,player,No,10
13324674,5e76c528-19a9-4c29-a745-7a0c8c59927a,False,False,True,115.82903356039104,41.2892607934202,opponent,non-actor,keeper,No,10
13330801,37be71a3-e786-4539-90d1-c18e9164b42a,True,False,False,102.5518414383673,48.996921188966844,teammate,non-actor,player,No,10
13330802,37be71a3-e786-4539-90d1-c18e9164b42a,False,False,False,107.62154829128465,36.08704921876803,opponent,non-actor,player,No,10
13330803,37be71a3-e786-4539-90d1-c18e9164b42a,True,False,False,107.75529066946925,13.951654283052449,teammate,non-actor,player,No,10
13330804,37be71a3-e786-4539-90d1-c18e9164b42a,True,False,False,110.49653726606819,45.25912042678134,teammate,non-actor,player,No,10
13330805,37be71a3-e786-4539-90d1-c18e9164b42a,True,False,False,110.68403526777983,37.968335348455604,teammate,non-actor,player,No,10
13330806,37be71a3-e786-4539-90d1-c18e9164b42a,False,False,False,110.91664267515638,43.37558257458738,opponent,non-actor,player,No,10
13330807,37be71a3-e786-4539-90d1-c18e9164b42a,False,False,False,110.94255637776143,23.61039874062225,opponent,non-actor,player,No,10
13330808,37be71a3-e786-4539-90d1-c18e9164b42a,False,False,False,113.20398893474251,39.229856249202626,opponent,non-actor,player,No,10
13330809,37be71a3-e786-4539-90d1-c18e9164b42a,True,True,False,113.4000015258789,42.900001525878906,teammate,actor,player,No,30
13330810,37be71a3-e786-4539-90d1-c18e9164b42a,False,False,False,113.88281590158829,37.97633926259014,opponent,non-actor,player,No,10
13330811,37be71a3-e786-4539-90d1-c18e9164b42a,False,False,False,114.6453580430166,43.1433124847904,opponent,non-actor,player,No,10
13330812,37be71a3-e786-4539-90d1-c18e9164b42a,True,False,False,115.3797404210726,46.618826404236366,teammate,non-actor,player,No,10
13330813,37be71a3-e786-4539-90d1-c18e9164b42a,False,False,False,115.91853968424431,45.837527489594436,opponent,non-actor,player,No,10
13330814,37be71a3-e786-4539-90d1-c18e9164b42a,False,False,False,116.08930870606248,45.09211001494472,opponent,non-actor,player,No,10
13330815,37be71a3-e786-4539-90d1-c18e9164b42a,False,False,False,116.53352183122223,17.032818480557196,opponent,non-actor,player,No,10
13330816,37be71a3-e786-4539-90d1-c18e9164b42a,False,False,False,118.34756550027699,35.73642588856005,opponent,non-actor,player,No,10
13330817,37be71a3-e786-4539-90d1-c18e9164b42a,False,False,True,119.64330304460819,39.671183968029084,opponent,non-actor,keeper,No,10
13342738,ceeb8964-c43a-4e02-8ec1-8e517c6f74c3,True,False,False,95.78340113245741,40.842718223565335,teammate,non-actor,player,No,10
13342739,ceeb8964-c43a-4e02-8ec1-8e517c6f74c3,False,False,False,101.49873977620263,25.71275065270224,opponent,non-actor,player,No,10
13342740,ceeb8964-c43a-4e02-8ec1-8e517c6f74c3,True,False,False,104.58553510858745,43.36517918393735,teammate,non-actor,player,No,10
13342741,ceeb8964-c43a-4e02-8ec1-8e517c6f74c3,False,False,False,104.6341781166077,39.71248473081637,opponent,non-actor,player,No,10
13342742,ceeb8964-c43a-4e02-8ec1-8e517c6f74c3,True,True,False,109.0999984741211,28.5,teammate,actor,player,No,30
13342743,ceeb8964-c43a-4e02-8ec1-8e517c6f74c3,False,False,False,109.30790114216728,31.12803649807959,opponent,non-actor,player,No,10
13342744,ceeb8964-c43a-4e02-8ec1-8e517c6f74c3,True,False,False,110.26045439960089,35.61014723739115,teammate,non-actor,player,No,10
13342745,ceeb8964-c43a-4e02-8ec1-8e517c6f74c3,False,False,False,111.83501919750356,38.42097619139769,opponent,non-actor,player,No,10
13342746,ceeb8964-c43a-4e02-8ec1-8e517c6f74c3,False,False,False,111.99310833382222,44.73536480333984,opponent,non-actor,player,No,10
13342747,ceeb8964-c43a-4e02-8ec1-8e517c6f74c3,False,False,False,112.08924818824732,30.61639544865104,opponent,non-actor,player,No,10
13342748,ceeb8964-c43a-4e02-8ec1-8e517c6f74c3,False,False,False,112.16399640888395,36.39451310873397,opponent,non-actor,player,No,10
13342749,ceeb8964-c43a-4e02-8ec1-8e517c6f74c3,True,False,False,113.59750260999334,41.01336975379285,teammate,non-actor,player,No,10
13342750,ceeb8964-c43a-4e02-8ec1-8e517c6f74c3,False,False,False,114.15449240363426,30.11651465636802,opponent,non-actor,player,No,10
13342751,ceeb8964-c43a-4e02-8ec1-8e517c6f74c3,False,False,False,114.25020608010749,33.511142286892586,opponent,non-actor,player,No,10
13342752,ceeb8964-c43a-4e02-8ec1-8e517c6f74c3,False,False,False,114.45221204837796,40.35434408626502,opponent,non-actor,player,No,10
13342753,ceeb8964-c43a-4e02-8ec1-8e517c6f74c3,True,False,False,114.70941288112431,25.374463753296286,teammate,non-actor,player,No,10
13342754,ceeb8964-c43a-4e02-8ec1-8e517c6f74c3,True,False,False,116.31002858620573,5.377111777889048,teammate,non-actor,player,No,10
13342755,ceeb8964-c43a-4e02-8ec1-8e517c6f74c3,True,False,False,117.05376197955181,45.69436464480282,teammate,non-actor,player,No,10
13342756,ceeb8964-c43a-4e02-8ec1-8e517c6f74c3,False,False,True,118.32537408551963,38.3411233242185,opponent,non-actor,keeper,No,10
13353666,a0fd9cf1-66da-44b7-8a34-cd14d4f40ff5,True,False,False,94.42376208602158,35.73770694070754,teammate,non-actor,player,No,10
13353667,a0fd9cf1-66da-44b7-8a34-cd14d4f40ff5,True,False,False,97.59056979795815,49.56305094251028,teammate,non-actor,player,No,10
13353668,a0fd9cf1-66da-44b7-8a34-cd14d4f40ff5,True,True,False,104.0999984741211,42.20000076293945,teammate,actor,player,No,30
13353669,a0fd9cf1-66da-44b7-8a34-cd14d4f40ff5,True,False,False,105.35809457651057,50.333931169365044,teammate,non-actor,player,No,10
13353670,a0fd9cf1-66da-44b7-8a34-cd14d4f40ff5,False,False,False,106.43669519328938,35.43201803144056,opponent,non-actor,player,No,10
13353671,a0fd9cf1-66da-44b7-8a34-cd14d4f40ff5,False,False,False,106.95340100655454,28.98653373512768,opponent,non-actor,player,No,10
13353672,a0fd9cf1-66da-44b7-8a34-cd14d4f40ff5,True,False,False,107.79240650334947,11.868247622990978,teammate,non-actor,player,No,10
13353673,a0fd9cf1-66da-44b7-8a34-cd14d4f40ff5,False,False,False,108.72327632547226,46.81746019313984,opponent,non-actor,player,No,10
13353674,a0fd9cf1-66da-44b7-8a34-cd14d4f40ff5,False,False,False,108.85098509204607,40.372818207060035,opponent,non-actor,player,No,10
13353675,a0fd9cf1-66da-44b7-8a34-cd14d4f40ff5,False,False,False,109.67028583369185,35.15418471663827,opponent,non-actor,player,No,10
13353676,a0fd9cf1-66da-44b7-8a34-cd14d4f40ff5,True,False,False,110.1903062438382,33.15323686798659,teammate,non-actor,player,No,10
13353677,a0fd9cf1-66da-44b7-8a34-cd14d4f40ff5,False,False,False,110.64084689977929,42.684855708934364,opponent,non-actor,player,No,10
13353678,a0fd9cf1-66da-44b7-8a34-cd14d4f40ff5,True,False,False,111.36771994763609,42.004403723355296,teammate,non-actor,player,No,10
13353679,a0fd9cf1-66da-44b7-8a34-cd14d4f40ff5,True,False,False,111.43693943336262,29.69199474976864,teammate,non-actor,player,No,10
13353680,a0fd9cf1-66da-44b7-8a34-cd14d4f40ff5,False,False,False,112.05942081414537,41.86499504303771,opponent,non-actor,player,No,10
13353681,a0fd9cf1-66da-44b7-8a34-cd14d4f40ff5,False,False,False,112.8153275186861,27.84243899444389,opponent,non-actor,player,No,10
13353682,a0fd9cf1-66da-44b7-8a34-cd14d4f40ff5,False,False,False,112.8832838354701,37.71603207134768,opponent,non-actor,player,No,10
13353683,a0fd9cf1-66da-44b7-8a34-cd14d4f40ff5,False,False,False,115.15945087793887,41.29064218937238,opponent,non-actor,player,No,10
13353684,a0fd9cf1-66da-44b7-8a34-cd14d4f40ff5,False,False,True,119.57414683091062,41.011933364048886,opponent,non-actor,keeper,No,10
13360989,1514034e-bb8b-46b3-beb1-7b7b3ed61636,True,False,False,90.78685165181362,53.95106880677147,teammate,non-actor,player,No,10
13360990,1514034e-bb8b-46b3-beb1-7b7b3ed61636,True,True,False,94.4000015258789,31.100000381469727,teammate,actor,player,No,30
13360991,1514034e-bb8b-46b3-beb1-7b7b3ed61636,False,False,False,99.16072406294559,33.39389850998711,opponent,non-actor,player,No,10
13360992,1514034e-bb8b-46b3-beb1-7b7b3ed61636,False,False,False,100.81976029107811,48.69662486639935,opponent,non-actor,player,No,10
13360993,1514034e-bb8b-46b3-beb1-7b7b3ed61636,False,False,False,104.42826277190545,44.18841315847173,opponent,non-actor,player,No,10
13360994,1514034e-bb8b-46b3-beb1-7b7b3ed61636,False,False,False,105.90432647012017,38.12403831100744,opponent,non-actor,player,No,10
13360995,1514034e-bb8b-46b3-beb1-7b7b3ed61636,False,False,False,106.02440713001383,32.202697019966905,opponent,non-actor,player,No,10
13360996,1514034e-bb8b-46b3-beb1-7b7b3ed61636,True,False,False,107.24715192355775,46.137078435442405,teammate,non-actor,player,No,10
13360997,1514034e-bb8b-46b3-beb1-7b7b3ed61636,False,False,False,107.47007399214569,36.925965280643936,opponent,non-actor,player,No,10
13360998,1514034e-bb8b-46b3-beb1-7b7b3ed61636,False,False,False,107.58199055842606,40.44072919305528,opponent,non-actor,player,No,10
13360999,1514034e-bb8b-46b3-beb1-7b7b3ed61636,False,False,False,108.83268698475965,46.27377843271168,opponent,non-actor,player,No,10
13361000,1514034e-bb8b-46b3-beb1-7b7b3ed61636,True,False,False,109.06343089746245,45.85003538124095,teammate,non-actor,player,No,10
13361001,1514034e-bb8b-46b3-beb1-7b7b3ed61636,True,False,False,109.19008679491019,38.11987385198188,teammate,non-actor,player,No,10
13361002,1514034e-bb8b-46b3-beb1-7b7b3ed61636,True,False,False,110.06659563961935,33.33761100016841,teammate,non-actor,player,No,10
13361003,1514034e-bb8b-46b3-beb1-7b7b3ed61636,True,False,False,110.10123667330127,49.93112469847368,teammate,non-actor,player,No,10
13361004,1514034e-bb8b-46b3-beb1-7b7b3ed61636,True,False,False,110.76125730812264,32.20743079030203,teammate,non-actor,player,No,10
13361005,1514034e-bb8b-46b3-beb1-7b7b3ed61636,False,False,False,114.06942261769419,49.91199529715795,opponent,non-actor,player,No,10
13361006,1514034e-bb8b-46b3-beb1-7b7b3ed61636,True,False,False,115.11191973088198,77.03277168825358,teammate,non-actor,player,No,10
13361007,1514034e-bb8b-46b3-beb1-7b7b3ed61636,False,False,True,118.206893067169,39.18068505451524,opponent,non-actor,keeper,No,10
13362676,563cf287-2d93-446f-9413-3ddbc6237d51,True,False,False,94.93677857858971,68.01225068720575,teammate,non-actor,player,No,10
13362677,563cf287-2d93-446f-9413-3ddbc6237d51,False,False,False,96.14390157136482,55.655669924236065,opponent,non-actor,player,No,10
13362678,563cf287-2d93-446f-9413-3ddbc6237d51,False,False,False,102.11691348453773,49.866910194702626,opponent,non-actor,player,No,10
13362679,563cf287-2d93-446f-9413-3ddbc6237d51,True,True,False,102.19999694824219,51.70000076293945,teammate,actor,player,No,30
13362680,563cf287-2d93-446f-9413-3ddbc6237d51,True,False,False,102.75309653172195,28.210034786555568,teammate,non-actor,player,No,10
13362681,563cf287-2d93-446f-9413-3ddbc6237d51,False,False,False,103.27004387619826,41.62912109280607,opponent,non-actor,player,No,10
13362682,563cf287-2d93-446f-9413-3ddbc6237d51,True,False,False,104.68094476637472,73.9953753949664,teammate,non-actor,player,No,10
13362683,563cf287-2d93-446f-9413-3ddbc6237d51,False,False,False,104.76793610424724,50.61766870485518,opponent,non-actor,player,No,10
13362684,563cf287-2d93-446f-9413-3ddbc6237d51,False,False,False,104.91464239414984,35.70353966980667,opponent,non-actor,player,No,10
13362685,563cf287-2d93-446f-9413-3ddbc6237d51,False,False,False,104.9754837520849,57.89673752640044,opponent,non-actor,player,No,10
13362686,563cf287-2d93-446f-9413-3ddbc6237d51,False,False,False,105.3655858314293,33.66472974283652,opponent,non-actor,player,No,10
13362687,563cf287-2d93-446f-9413-3ddbc6237d51,True,False,False,105.37217599469534,54.09780912558113,teammate,non-actor,player,No,10
13362688,563cf287-2d93-446f-9413-3ddbc6237d51,True,False,False,106.03722511687005,25.49784808831803,teammate,non-actor,player,No,10
13362689,563cf287-2d93-446f-9413-3ddbc6237d51,True,False,False,106.36321901457512,40.19677402687774,teammate,non-actor,player,No,10
13362690,563cf287-2d93-446f-9413-3ddbc6237d51,False,False,False,106.67404656170322,37.317948668339184,opponent,non-actor,player,No,10
13362691,563cf287-2d93-446f-9413-3ddbc6237d51,False,False,False,106.7407928538226,45.11507624575452,opponent,non-actor,player,No,10
13362692,563cf287-2d93-446f-9413-3ddbc6237d51,False,False,False,107.7553461998516,40.089560508713205,opponent,non-actor,player,No,10
13362693,563cf287-2d93-446f-9413-3ddbc6237d51,False,False,True,117.0407634141275,42.04848268298478,opponent,non-actor,keeper,No,10
13369291,0df696fa-3ab2-41af-b2d3-53e4203ed966,True,False,False,98.91991813402194,31.81793242276934,teammate,non-actor,player,No,10
13369292,0df696fa-3ab2-41af-b2d3-53e4203ed966,False,False,False,103.0453410011915,32.352810713803414,opponent,non-actor,player,No,10
13369293,0df696fa-3ab2-41af-b2d3-53e4203ed966,True,False,False,109.52490553398471,29.959236763410182,teammate,non-actor,player,No,10
13369294,0df696fa-3ab2-41af-b2d3-53e4203ed966,False,False,False,109.9712868232779,43.119429019821325,opponent,non-actor,player,No,10
13369295,0df696fa-3ab2-41af-b2d3-53e4203ed966,False,False,False,111.18720316744826,33.44863740382813,opponent,non-actor,player,No,10
13369296,0df696fa-3ab2-41af-b2d3-53e4203ed966,False,False,False,111.44904797963282,31.7460856887985,opponent,non-actor,player,No,10
13369297,0df696fa-3ab2-41af-b2d3-53e4203ed966,True,False,False,111.53085052683451,39.332635605394856,teammate,non-actor,player,No,10
13369298,0df696fa-3ab2-41af-b2d3-53e4203ed966,False,False,False,113.33480662295244,33.67725265753141,opponent,non-actor,player,No,10
13369299,0df696fa-3ab2-41af-b2d3-53e4203ed966,True,False,False,114.0462302372797,42.81647766228854,teammate,non-actor,player,No,10
13369300,0df696fa-3ab2-41af-b2d3-53e4203ed966,True,False,False,115.03200217512892,45.18497055342755,teammate,non-actor,player,No,10
13369301,0df696fa-3ab2-41af-b2d3-53e4203ed966,False,False,False,115.35688187924802,38.65579937438485,opponent,non-actor,player,No,10
13369302,0df696fa-3ab2-41af-b2d3-53e4203ed966,False,False,False,115.65373838271219,42.74438819263619,opponent,non-actor,player,No,10
13369303,0df696fa-3ab2-41af-b2d3-53e4203ed966,False,False,False,115.78172588988934,41.599921053631164,opponent,non-actor,player,No,10
13369304,0df696fa-3ab2-41af-b2d3-53e4203ed966,True,True,False,116.30000305175781,40.79999923706055,teammate,actor,player,No,30
13369305,0df696fa-3ab2-41af-b2d3-53e4203ed966,False,False,False,116.84135265284118,39.796798200972106,opponent,non-actor,player,No,10
13369306,0df696fa-3ab2-41af-b2d3-53e4203ed966,False,False,True,118.8017448413611,38.23286206607021,opponent,non-actor,keeper,No,10
13381925,225b297e-bae8-463f-9d9f-8e9bc8e0959a,True,False,False,91.7193745691948,38.152473732861985,teammate,non-actor,player,No,10
13381926,225b297e-bae8-463f-9d9f-8e9bc8e0959a,True,False,False,98.73834468790527,32.83564306712884,teammate,non-actor,player,No,10
13381927,225b297e-bae8-463f-9d9f-8e9bc8e0959a,True,True,False,99.0999984741211,52.5,teammate,actor,player,No,30
13381928,225b297e-bae8-463f-9d9f-8e9bc8e0959a,False,False,False,100.98812592207453,38.1079846616286,opponent,non-actor,player,No,10
13381929,225b297e-bae8-463f-9d9f-8e9bc8e0959a,False,False,False,103.52456046826786,46.58712742455487,opponent,non-actor,player,No,10
13381930,225b297e-bae8-463f-9d9f-8e9bc8e0959a,False,False,False,108.23958543552887,36.746977999417744,opponent,non-actor,player,No,10
13381931,225b297e-bae8-463f-9d9f-8e9bc8e0959a,True,False,False,108.40954157529539,34.159229416281455,teammate,non-actor,player,No,10
13381932,225b297e-bae8-463f-9d9f-8e9bc8e0959a,True,False,False,108.49117396217488,40.61596475706203,teammate,non-actor,player,No,10
13381933,225b297e-bae8-463f-9d9f-8e9bc8e0959a,False,False,False,109.44436781811892,33.61170427947744,opponent,non-actor,player,No,10
13381934,225b297e-bae8-463f-9d9f-8e9bc8e0959a,False,False,False,110.04019060083782,46.56361185514316,opponent,non-actor,player,No,10
13381935,225b297e-bae8-463f-9d9f-8e9bc8e0959a,False,False,False,110.22758862545236,39.9275056278093,opponent,non-actor,player,No,10
13381936,225b297e-bae8-463f-9d9f-8e9bc8e0959a,False,False,False,110.74032389265578,31.7469202426224,opponent,non-actor,player,No,10
13381937,225b297e-bae8-463f-9d9f-8e9bc8e0959a,False,False,False,110.85115322763242,43.24239807408561,opponent,non-actor,player,No,10
13381938,225b297e-bae8-463f-9d9f-8e9bc8e0959a,True,False,False,110.9368047047282,55.386386212603405,teammate,non-actor,player,No,10
13381939,225b297e-bae8-463f-9d9f-8e9bc8e0959a,False,False,False,111.33706016237096,47.24602295916309,opponent,non-actor,player,No,10
13381940,225b297e-bae8-463f-9d9f-8e9bc8e0959a,False,False,False,111.38284878272843,37.631206858359754,opponent,non-actor,player,No,10
13381941,225b297e-bae8-463f-9d9f-8e9bc8e0959a,True,False,False,111.6292273127863,33.360793108074155,teammate,non-actor,player,No,10
13381942,225b297e-bae8-463f-9d9f-8e9bc8e0959a,True,False,False,112.96098263582381,33.87126780076046,teammate,non-actor,player,No,10
13381943,225b297e-bae8-463f-9d9f-8e9bc8e0959a,False,False,True,118.0987528238409,40.96171439324922,opponent,non-actor,keeper,No,10
13381963,6e8732b4-1abc-4144-bb45-66d4076f2d2f,True,False,False,90.67551770969258,40.2206672815851,teammate,non-actor,player,No,10
13381964,6e8732b4-1abc-4144-bb45-66d4076f2d2f,False,False,False,98.27630426328741,39.327285038803446,opponent,non-actor,player,No,10
13381965,6e8732b4-1abc-4144-bb45-66d4076f2d2f,True,False,False,98.32688706380324,34.30064497003246,teammate,non-actor,player,No,10
13381966,6e8732b4-1abc-4144-bb45-66d4076f2d2f,True,False,False,99.70800723331189,53.40627956077054,teammate,non-actor,player,No,10
13381967,6e8732b4-1abc-4144-bb45-66d4076f2d2f,False,False,False,103.95868603245033,51.085344308389296,opponent,non-actor,player,No,10
13381968,6e8732b4-1abc-4144-bb45-66d4076f2d2f,True,False,False,105.81387781342734,35.85153842722804,teammate,non-actor,player,No,10
13381969,6e8732b4-1abc-4144-bb45-66d4076f2d2f,False,False,False,105.86481118356926,38.531041042735225,opponent,non-actor,player,No,10
13381970,6e8732b4-1abc-4144-bb45-66d4076f2d2f,False,False,False,107.40901936223011,32.070392461781196,opponent,non-actor,player,No,10
13381971,6e8732b4-1abc-4144-bb45-66d4076f2d2f,False,False,False,107.69336918307329,34.76500193381115,opponent,non-actor,player,No,10
13381972,6e8732b4-1abc-4144-bb45-66d4076f2d2f,True,False,False,108.25076350441262,56.89226702594432,teammate,non-actor,player,No,10
13381973,6e8732b4-1abc-4144-bb45-66d4076f2d2f,True,True,False,108.5999984741211,42.29999923706055,teammate,actor,player,No,30
13381974,6e8732b4-1abc-4144-bb45-66d4076f2d2f,False,False,False,108.68208630970054,48.648739703624344,opponent,non-actor,player,No,10
13381975,6e8732b4-1abc-4144-bb45-66d4076f2d2f,False,False,False,108.80605766099158,44.44458408418723,opponent,non-actor,player,No,10
13381976,6e8732b4-1abc-4144-bb45-66d4076f2d2f,False,False,False,109.26284194931605,42.55447489592321,opponent,non-actor,player,No,10
13381977,6e8732b4-1abc-4144-bb45-66d4076f2d2f,False,False,False,109.409688146349,49.91636759793039,opponent,non-actor,player,No,10
13381978,6e8732b4-1abc-4144-bb45-66d4076f2d2f,True,False,False,110.49247416946687,35.43135241579508,teammate,non-actor,player,No,10
13381979,6e8732b4-1abc-4144-bb45-66d4076f2d2f,True,False,False,110.62930348067121,34.82594741558735,teammate,non-actor,player,No,10
13381980,6e8732b4-1abc-4144-bb45-66d4076f2d2f,False,False,False,110.95573913406572,39.056042615573176,opponent,non-actor,player,No,10
13381981,6e8732b4-1abc-4144-bb45-66d4076f2d2f,False,False,True,117.34076889539885,42.33669975299811,opponent,non-actor,keeper,No,10
13384622,97eeb4ea-4c03-4193-bb83-d014bcfb80a2,True,False,False,95.27158003144308,46.590247548033844,teammate,non-actor,player,No,10
13384623,97eeb4ea-4c03-4193-bb83-d014bcfb80a2,False,False,False,103.84807815667105,38.19800148526683,opponent,non-actor,player,No,10
13384624,97eeb4ea-4c03-4193-bb83-d014bcfb80a2,True,False,False,103.91776493358788,63.240812127928024,teammate,non-actor,player,No,10
13384625,97eeb4ea-4c03-4193-bb83-d014bcfb80a2,True,False,False,107.6524759926762,27.21119567426285,teammate,non-actor,player,No,10
13384626,97eeb4ea-4c03-4193-bb83-d014bcfb80a2,True,False,False,108.79881142024989,34.39263467603958,teammate,non-actor,player,No,10
13384627,97eeb4ea-4c03-4193-bb83-d014bcfb80a2,False,False,False,109.04998149141689,48.1809808047443,opponent,non-actor,player,No,10
13384628,97eeb4ea-4c03-4193-bb83-d014bcfb80a2,False,False,False,109.5407468132179,37.889731483269614,opponent,non-actor,player,No,10
13384629,97eeb4ea-4c03-4193-bb83-d014bcfb80a2,False,False,False,109.82089879609181,28.931181105434288,opponent,non-actor,player,No,10
13384630,97eeb4ea-4c03-4193-bb83-d014bcfb80a2,True,False,False,110.83349777898322,32.26752099772472,teammate,non-actor,player,No,10
13384631,97eeb4ea-4c03-4193-bb83-d014bcfb80a2,True,True,False,111.5,34.70000076293945,teammate,actor,player,No,30
13384632,97eeb4ea-4c03-4193-bb83-d014bcfb80a2,False,False,False,112.03726141603461,34.49699381617589,opponent,non-actor,player,No,10
13384633,97eeb4ea-4c03-4193-bb83-d014bcfb80a2,False,False,False,112.08163808201664,32.641427052765785,opponent,non-actor,player,No,10
13384634,97eeb4ea-4c03-4193-bb83-d014bcfb80a2,False,False,False,113.63052186216073,32.349104486458515,opponent,non-actor,player,No,10
13384635,97eeb4ea-4c03-4193-bb83-d014bcfb80a2,False,False,False,114.0439418305023,58.80852007147069,opponent,non-actor,player,No,10
13384636,97eeb4ea-4c03-4193-bb83-d014bcfb80a2,False,False,False,114.71336412482499,38.60965451485599,opponent,non-actor,player,No,10
13384637,97eeb4ea-4c03-4193-bb83-d014bcfb80a2,True,False,False,115.19764172344233,40.94022164036284,teammate,non-actor,player,No,10
13384638,97eeb4ea-4c03-4193-bb83-d014bcfb80a2,False,False,False,118.06731797159966,39.738796341333725,opponent,non-actor,player,No,10
13384639,97eeb4ea-4c03-4193-bb83-d014bcfb80a2,False,False,True,118.27039660371516,35.931336132096625,opponent,non-actor,keeper,No,10
13384674,f6e03f94-99b9-453b-998d-a8ba7c10bbe5,True,False,False,95.64569773051042,47.74859875190057,teammate,non-actor,player,No,10
13384675,f6e03f94-99b9-453b-998d-a8ba7c10bbe5,True,False,False,102.56196514532056,63.699180029316906,teammate,non-actor,player,No,10
13384676,f6e03f94-99b9-453b-998d-a8ba7c10bbe5,False,False,False,104.66247461429609,38.33798995911529,opponent,non-actor,player,No,10
13384677,f6e03f94-99b9-453b-998d-a8ba7c10bbe5,True,False,False,107.54111278270844,27.930030406643887,teammate,non-actor,player,No,10
13384678,f6e03f94-99b9-453b-998d-a8ba7c10bbe5,False,False,False,108.61069415657207,50.265745783504585,opponent,non-actor,player,No,10
13384679,f6e03f94-99b9-453b-998d-a8ba7c10bbe5,True,False,False,108.64179455875778,36.449182162656925,teammate,non-actor,player,No,10
13384680,f6e03f94-99b9-453b-998d-a8ba7c10bbe5,False,False,False,109.94091770422921,39.66009168940488,opponent,non-actor,player,No,10
13384681,f6e03f94-99b9-453b-998d-a8ba7c10bbe5,False,False,False,111.00017668137379,29.10575817310909,opponent,non-actor,player,No,10
13384682,f6e03f94-99b9-453b-998d-a8ba7c10bbe5,True,True,False,111.9000015258789,34.099998474121094,teammate,actor,player,No,30
13384683,f6e03f94-99b9-453b-998d-a8ba7c10bbe5,True,False,False,113.0462014486685,36.82350775466317,teammate,non-actor,player,No,10
13384684,f6e03f94-99b9-453b-998d-a8ba7c10bbe5,False,False,False,113.07745006309719,34.39440625338159,opponent,non-actor,player,No,10
13384685,f6e03f94-99b9-453b-998d-a8ba7c10bbe5,False,False,False,113.147331557369,34.92549806811102,opponent,non-actor,player,No,10
13384686,f6e03f94-99b9-453b-998d-a8ba7c10bbe5,False,False,False,113.32254708401038,60.73558285151272,opponent,non-actor,player,No,10
13384687,f6e03f94-99b9-453b-998d-a8ba7c10bbe5,True,False,False,115.31966847252102,42.179713487183605,teammate,non-actor,player,No,10
13384688,f6e03f94-99b9-453b-998d-a8ba7c10bbe5,False,False,False,116.51736640588933,39.97807678754761,opponent,non-actor,player,No,10
